DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Sí,2. No,0. __mv__,0. __na__,
30113. Villaguay,4. Varón trans/masculinidad trans,101,82,19,,,
30113. Villaguay,5. No binario,52,44,8,,,
30113. Villaguay,6. Otra identidad/ninguna de las anteriores,32,25,7,,,
30113. Villaguay,7. Prefiero no contestar,67,60,7,,,
30113. Villaguay,9. Ignorado,3081,2534,547,,,
34007. Bermejo,0. __tot__,15600,7724,7876,,,
34007. Bermejo,1. Mujer,7183,3686,3497,,,
34007. Bermejo,2. Mujer trans/travesti,12,6,6,,,
34007. Bermejo,3. Varón,7750,3742,4008,,,
34007. Bermejo,4. Varón trans/masculinidad trans,23,12,11,,,
34007. Bermejo,5. No binario,3,1,2,,,
34007. Bermejo,6. Otra identidad/ninguna de las anteriores,6,3,3,,,
34007. Bermejo,7. Prefiero no contestar,10,5,5,,,
34007. Bermejo,9. Ignorado,613,269,344,,,
34014. Formosa,0. __tot__,268572,242811,25761,,,
34014. Formosa,1. Mujer,133621,121564,12057,,,
34014. Formosa,2. Mujer trans/travesti,330,289,41,,,
34014. Formosa,3. Varón,122871,110402,12469,,,
34014. Formosa,4. Varón trans/masculinidad trans,184,158,26,,,
34014. Formosa,5. No binario,81,74,7,,,
34014. Formosa,6. Otra identidad/ninguna de las anteriores,55,47,8,,,
34014. Formosa,7. Prefiero no contestar,212,198,14,,,
34014. Formosa,9. Ignorado,11218,10079,1139,,,
34021. Laishi,0. __tot__,19275,15529,3746,,,
34021. Laishi,1. Mujer,9324,7605,1719,,,
34021. Laishi,2. Mujer trans/travesti,25,20,5,,,
34021. Laishi,3. Varón,9334,7402,1932,,,
34021. Laishi,4. Varón trans/masculinidad trans,6,5,1,,,
34021. Laishi,5. No binario,1,1,,,,
34021. Laishi,6. Otra identidad/ninguna de las anteriores,1,1,,,,
34021. Laishi,7. Prefiero no contestar,24,19,5,,,
34021. Laishi,9. Ignorado,560,476,84,,,
34028. Matacos,0. __tot__,17017,11677,5340,,,
34028. Matacos,1. Mujer,8328,5774,2554,,,
34028. Matacos,2. Mujer trans/travesti,25,18,7,,,
34028. Matacos,3. Varón,8127,5523,2604,,,
34028. Matacos,4. Varón trans/masculinidad trans,8,4,4,,,
34028. Matacos,5. No binario,3,3,,,,
34028. Matacos,6. Otra identidad/ninguna de las anteriores,1,1,,,,
34028. Matacos,7. Prefiero no contestar,6,4,2,,,
34028. Matacos,9. Ignorado,519,350,169,,,
34035. Patiño,0. __tot__,81600,59303,22297,,,
34035. Patiño,1. Mujer,37968,28242,9726,,,
34035. Patiño,2. Mujer trans/travesti,130,96,34,,,
34035. Patiño,3. Varón,38546,27515,11031,,,
34035. Patiño,4. Varón trans/masculinidad trans,134,90,44,,,
34035. Patiño,5. No binario,26,17,9,,,
34035. Patiño,6. Otra identidad/ninguna de las anteriores,29,16,13,,,
34035. Patiño,7. Prefiero no contestar,58,39,19,,,
34035. Patiño,9. Ignorado,4709,3288,1421,,,
34042. Pilagás,0. __tot__,19089,15305,3784,,,
34042. Pilagás,1. Mujer,9110,7438,1672,,,
34042. Pilagás,2. Mujer trans/travesti,23,20,3,,,
34042. Pilagás,3. Varón,9028,7103,1925,,,
34042. Pilagás,4. Varón trans/masculinidad trans,12,10,2,,,
34042. Pilagás,5. No binario,5,2,3,,,
34042. Pilagás,6. Otra identidad/ninguna de las anteriores,1,1,,,,
34042. Pilagás,7. Prefiero no contestar,34,29,5,,,
34042. Pilagás,9. Ignorado,876,702,174,,,
34049. Pilcomayo,0. __tot__,94116,80702,13414,,,
34049. Pilcomayo,1. Mujer,45663,39693,5970,,,
34049. Pilcomayo,2. Mujer trans/travesti,127,103,24,,,
34049. Pilcomayo,3. Varón,43399,36827,6572,,,
34049. Pilcomayo,4. Varón trans/masculinidad trans,103,83,20,,,
34049. Pilcomayo,5. No binario,22,17,5,,,
34049. Pilcomayo,6. Otra identidad/ninguna de las anteriores,26,17,9,,,
34049. Pilcomayo,7. Prefiero no contestar,46,42,4,,,
34049. Pilcomayo,9. Ignorado,4730,3920,810,,,
34056. Pirané,0. __tot__,72560,57355,15205,,,
34056. Pirané,1. Mujer,34717,28083,6634,,,
34056. Pirané,2. Mujer trans/travesti,106,79,27,,,
34056. Pirané,3. Varón,33795,26291,7504,,,
34056. Pirané,4. Varón trans/masculinidad trans,97,63,34,,,
34056. Pirané,5. No binario,25,18,7,,,
34056. Pirané,6. Otra identidad/ninguna de las anteriores,34,25,9,,,
34056. Pirané,7. Prefiero no contestar,57,46,11,,,
34056. Pirané,9. Ignorado,3729,2750,979,,,
34063. Ramón Lista,0. __tot__,17678,6207,11471,,,
34063. Ramón Lista,1. Mujer,8517,2944,5573,,,
34063. Ramón Lista,2. Mujer trans/travesti,18,7,11,,,
34063. Ramón Lista,3. Varón,8477,3030,5447,,,
34063. Ramón Lista,4. Varón trans/masculinidad trans,6,1,5,,,
34063. Ramón Lista,7. Prefiero no contestar,3,3,,,,
34063. Ramón Lista,9. Ignorado,657,222,435,,,
38007. Cochinoca,0. __tot__,14998,10365,4633,,,
38007. Cochinoca,1. Mujer,7117,5027,2090,,,
38007. Cochinoca,2. Mujer trans/travesti,34,17,17,,,
38007. Cochinoca,3. Varón,6511,4592,1919,,,
38007. Cochinoca,4. Varón trans/masculinidad trans,53,22,31,,,
38007. Cochinoca,5. No binario,6,2,4,,,
38007. Cochinoca,6. Otra identidad/ninguna de las anteriores,10,6,4,,,
38007. Cochinoca,7. Prefiero no contestar,6,1,5,,,
38007. Cochinoca,9. Ignorado,1261,698,563,,,
38014. El Carmen,0. __tot__,122259,106567,15692,,,
38014. El Carmen,1. Mujer,55845,49146,6699,,,
38014. El Carmen,2. Mujer trans/travesti,226,187,39,,,
38014. El Carmen,3. Varón,54648,47584,7064,,,
38014. El Carmen,4. Varón trans/masculinidad trans,303,260,43,,,
38014. El Carmen,5. No binario,212,171,41,,,
38014. El Carmen,6. Otra identidad/ninguna de las anteriores,167,137,30,,,
38014. El Carmen,7. Prefiero no contestar,222,184,38,,,
38014. El Carmen,9. Ignorado,10636,8898,1738,,,
38021. Dr. Manuel Belgrano,0. __tot__,319469,288858,30611,,,
38021. Dr. Manuel Belgrano,1. Mujer,153173,139350,13823,,,
38021. Dr. Manuel Belgrano,2. Mujer trans/travesti,612,536,76,,,
38021. Dr. Manuel Belgrano,3. Varón,140089,126714,13375,,,
38021. Dr. Manuel Belgrano,4. Varón trans/masculinidad trans,939,809,130,,,
38021. Dr. Manuel Belgrano,5. No binario,692,593,99,,,
38021. Dr. Manuel Belgrano,6. Otra identidad/ninguna de las anteriores,591,503,88,,,
38021. Dr. Manuel Belgrano,7. Prefiero no contestar,599,528,71,,,
38021. Dr. Manuel Belgrano,9. Ignorado,22774,19825,2949,,,
38028. Humahuaca,0. __tot__,20877,15021,5856,,,
38028. Humahuaca,1. Mujer,9535,7013,2522,,,
38028. Humahuaca,2. Mujer trans/travesti,61,29,32,,,
38028. Humahuaca,3. Varón,8603,6342,2261,,,
38028. Humahuaca,4. Varón trans/masculinidad trans,151,93,58,,,
38028. Humahuaca,5. No binario,65,35,30,,,
38028. Humahuaca,6. Otra identidad/ninguna de las anteriores,56,32,24,,,
38028. Humahuaca,7. Prefiero no contestar,48,34,14,,,
38028. Humahuaca,9. Ignorado,2358,1443,915,,,
38035. Ledesma,0. __tot__,94132,78136,15996,,,
38035. Ledesma,1. Mujer,44055,36985,7070,,,
38035. Ledesma,2. Mujer trans/travesti,164,130,34,,,
38035. Ledesma,3. Varón,43049,35554,7495,,,
38035. Ledesma,4. Varón trans/masculinidad trans,203,153,50,,,
38035. Ledesma,5. No binario,71,54,17,,,
38035. Ledesma,6. Otra identidad/ninguna de las anteriores,70,52,18,,,
38035. Ledesma,7. Prefiero no contestar,72,63,9,,,
38035. Ledesma,9. Ignorado,6448,5145,1303,,,
38042. Palpalá,0. __tot__,65522,58974,6548,,,
38042. Palpalá,1. Mujer,31026,28171,2855,,,
38042. Palpalá,2. Mujer trans/travesti,71,63,8,,,
38042. Palpalá,3. Varón,29869,26878,2991,,,
38042. Palpalá,4. Varón trans/masculinidad trans,144,122,22,,,
38042. Palpalá,5. No binario,55,47,8,,,
38042. Palpalá,6. Otra identidad/ninguna de las anteriores,90,77,13,,,
38042. Palpalá,7. Prefiero no contestar,136,116,20,,,
38042. Palpalá,9. Ignorado,4131,3500,631,,,
38049. Rinconada,0. __tot__,1797,586,1211,,,
38049. Rinconada,1. Mujer,830,283,547,,,
38049. Rinconada,2. Mujer trans/travesti,2,1,1,,,
38049. Rinconada,3. Varón,846,286,560,,,
38049. Rinconada,4. Varón trans/masculinidad trans,3,,3,,,
38049. Rinconada,5. No binario,1,1,,,,
38049. Rinconada,6. Otra identidad/ninguna de las anteriores,3,1,2,,,
38049. Rinconada,7. Prefiero no contestar,2,,2,,,
38049. Rinconada,9. Ignorado,110,14,96,,,
38056. San Antonio,0. __tot__,6729,5811,918,,,
38056. San Antonio,1. Mujer,3008,2642,366,,,
38056. San Antonio,2. Mujer trans/travesti,15,14,1,,,
38056. San Antonio,3. Varón,3078,2648,430,,,
38056. San Antonio,4. Varón trans/masculinidad trans,23,18,5,,,
38056. San Antonio,5. No binario,29,17,12,,,
38056. San Antonio,6. Otra identidad/ninguna de las anteriores,30,24,6,,,
38056. San Antonio,7. Prefiero no contestar,18,14,4,,,
38056. San Antonio,9. Ignorado,528,434,94,,,
38063. San Pedro,0. __tot__,88237,73091,15146,,,
38063. San Pedro,1. Mujer,41564,34964,6600,,,
38063. San Pedro,2. Mujer trans/travesti,188,138,50,,,
38063. San Pedro,3. Varón,40001,33081,6920,,,
38063. San Pedro,4. Varón trans/masculinidad trans,191,146,45,,,
38063. San Pedro,5. No binario,83,67,16,,,
38063. San Pedro,6. Otra identidad/ninguna de las anteriores,74,53,21,,,
38063. San Pedro,7. Prefiero no contestar,89,63,26,,,
38063. San Pedro,9. Ignorado,6047,4579,1468,,,
38070. Santa Bárbara,0. __tot__,20497,15878,4619,,,
38070. Santa Bárbara,1. Mujer,9308,7325,1983,,,
38070. Santa Bárbara,2. Mujer trans/travesti,46,33,13,,,
38070. Santa Bárbara,3. Varón,9670,7438,2232,,,
38070. Santa Bárbara,4. Varón trans/masculinidad trans,39,24,15,,,
38070. Santa Bárbara,5. No binario,8,4,4,,,
38070. Santa Bárbara,6. Otra identidad/ninguna de las anteriores,13,10,3,,,
38070. Santa Bárbara,7. Prefiero no contestar,9,7,2,,,
38070. Santa Bárbara,9. Ignorado,1404,1037,367,,,
38077. Santa Catalina,0. __tot__,2641,485,2156,,,
38077. Santa Catalina,1. Mujer,1086,203,883,,,
38077. Santa Catalina,2. Mujer trans/travesti,17,4,13,,,
38077. Santa Catalina,3. Varón,1004,204,800,,,
38077. Santa Catalina,4. Varón trans/masculinidad trans,53,6,47,,,
38077. Santa Catalina,5. No binario,20,5,15,,,
38077. Santa Catalina,6. Otra identidad/ninguna de las anteriores,17,1,16,,,
38077. Santa Catalina,7. Prefiero no contestar,4,1,3,,,
38077. Santa Catalina,9. Ignorado,440,61,379,,,
38084. Susques,0. __tot__,3966,2462,1504,,,
38084. Susques,1. Mujer,1848,1177,671,,,
38084. Susques,2. Mujer trans/travesti,7,3,4,,,
38084. Susques,3. Varón,1787,1128,659,,,
38084. Susques,4. Varón trans/masculinidad trans,9,7,2,,,
38084. Susques,5. No binario,4,1,3,,,
38084. Susques,6. Otra identidad/ninguna de las anteriores,1,,1,,,
38084. Susques,7. Prefiero no contestar,4,,4,,,
38084. Susques,9. Ignorado,306,146,160,,,
38094. Tilcara,0. __tot__,14621,11029,3592,,,
38094. Tilcara,1. Mujer,7198,5516,1682,,,
38094. Tilcara,2. Mujer trans/travesti,27,19,8,,,
38094. Tilcara,3. Varón,6765,5006,1759,,,
38094. Tilcara,4. Varón trans/masculinidad trans,19,15,4,,,
38094. Tilcara,5. No binario,13,11,2,,,
38094. Tilcara,6. Otra identidad/ninguna de las anteriores,6,5,1,,,
38094. Tilcara,7. Prefiero no contestar,19,18,1,,,
38094. Tilcara,9. Ignorado,574,439,135,,,
38098. Tumbaya,0. __tot__,5298,3826,1472,,,
38098. Tumbaya,1. Mujer,2481,1801,680,,,
38098. Tumbaya,2. Mujer trans/travesti,9,7,2,,,
38098. Tumbaya,3. Varón,2341,1695,646,,,
38098. Tumbaya,4. Varón trans/masculinidad trans,11,4,7,,,
38098. Tumbaya,5. No binario,4,2,2,,,
38098. Tumbaya,6. Otra identidad/ninguna de las anteriores,1,1,,,,
38098. Tumbaya,7. Prefiero no contestar,3,3,,,,
38098. Tumbaya,9. Ignorado,448,313,135,,,
38105. Valle Grande,0. __tot__,2490,1473,1017,,,
38105. Valle Grande,1. Mujer,1090,671,419,,,
38105. Valle Grande,2. Mujer trans/travesti,4,3,1,,,
38105. Valle Grande,3. Varón,1124,675,449,,,
38105. Valle Grande,4. Varón trans/masculinidad trans,12,5,7,,,
38105. Valle Grande,5. No binario,3,,3,,,
38105. Valle Grande,6. Otra identidad/ninguna de las anteriores,2,1,1,,,
38105. Valle Grande,7. Prefiero no contestar,5,2,3,,,
38105. Valle Grande,9. Ignorado,250,116,134,,,
38112. Yavi,0. __tot__,25831,20331,5500,,,
38112. Yavi,1. Mujer,12493,9876,2617,,,
38112. Yavi,2. Mujer trans/travesti,58,47,11,,,
38112. Yavi,3. Varón,11042,8743,2299,,,
38112. Yavi,4. Varón trans/masculinidad trans,90,64,26,,,
38112. Yavi,5. No binario,65,49,16,,,
38112. Yavi,6. Otra identidad/ninguna de las anteriores,60,44,16,,,
38112. Yavi,7. Prefiero no contestar,29,23,6,,,
38112. Yavi,9. Ignorado,1994,1485,509,,,
42007. Atreucó,0. __tot__,11053,10184,869,,,
42007. Atreucó,1. Mujer,5396,4999,397,,,
42007. Atreucó,2. Mujer trans/travesti,8,6,2,,,
42007. Atreucó,3. Varón,5435,4991,444,,,
42007. Atreucó,4. Varón trans/masculinidad trans,6,6,,,,
42007. Atreucó,5. No binario,2,2,,,,
42007. Atreucó,6. Otra identidad/ninguna de las anteriores,1,1,,,,
42007. Atreucó,7. Prefiero no contestar,4,3,1,,,
42007. Atreucó,9. Ignorado,201,176,25,,,
42014. Caleu Caleu,0. __tot__,2611,2306,305,,,
42014. Caleu Caleu,1. Mujer,1268,1137,131,,,
42014. Caleu Caleu,3. Varón,1268,1104,164,,,
42014. Caleu Caleu,4. Varón trans/masculinidad trans,2,2,,,,
42014. Caleu Caleu,9. Ignorado,73,63,10,,,
42021. Capital,0. __tot__,118504,113094,5410,,,
42021. Capital,1. Mujer,59781,57132,2649,,,
42021. Capital,2. Mujer trans/travesti,124,115,9,,,
42021. Capital,3. Varón,55289,52746,2543,,,
42021. Capital,4. Varón trans/masculinidad trans,69,66,3,,,
42021. Capital,5. No binario,67,62,5,,,
42021. Capital,6. Otra identidad/ninguna de las anteriores,38,38,,,,
42021. Capital,7. Prefiero no contestar,230,217,13,,,
42021. Capital,9. Ignorado,2906,2718,188,,,
42028. Catriló,0. __tot__,8225,7641,584,,,
42028. Catriló,1. Mujer,3979,3699,280,,,
42028. Catriló,2. Mujer trans/travesti,5,4,1,,,
42028. Catriló,3. Varón,4008,3730,278,,,
42028. Catriló,4. Varón trans/masculinidad trans,4,4,,,,
42028. Catriló,5. No binario,1,1,,,,
42028. Catriló,7. Prefiero no contestar,3,3,,,,
42028. Catriló,9. Ignorado,225,200,25,,,
42035. Conhelo,0. __tot__,15094,13890,1204,,,
42035. Conhelo,1. Mujer,7382,6835,547,,,
42035. Conhelo,2. Mujer trans/travesti,16,16,,,,
42035. Conhelo,3. Varón,7310,6674,636,,,
42035. Conhelo,4. Varón trans/masculinidad trans,2,2,,,,
42035. Conhelo,5. No binario,6,6,,,,
42035. Conhelo,7. Prefiero no contestar,11,11,,,,
42035. Conhelo,9. Ignorado,367,346,21,,,
42042. Curacó,0. __tot__,1103,895,208,,,
42042. Curacó,1. Mujer,482,410,72,,,
42042. Curacó,2. Mujer trans/travesti,3,2,1,,,
42042. Curacó,3. Varón,565,437,128,,,
42042. Curacó,4. Varón trans/masculinidad trans,3,3,,,,
42042. Curacó,7. Prefiero no contestar,1,1,,,,
42042. Curacó,9. Ignorado,49,42,7,,,
42049. Chalileo,0. __tot__,2868,2414,454,,,
42049. Chalileo,1. Mujer,1409,1225,184,,,
42049. Chalileo,2. Mujer trans/travesti,5,4,1,,,
42049. Chalileo,3. Varón,1367,1107,260,,,
42049. Chalileo,5. No binario,1,1,,,,
42049. Chalileo,7. Prefiero no contestar,8,8,,,,
42049. Chalileo,9. Ignorado,78,69,9,,,
42056. Chapaleufú,0. __tot__,12277,11490,787,,,
42056. Chapaleufú,1. Mujer,5924,5581,343,,,
42056. Chapaleufú,2. Mujer trans/travesti,9,7,2,,,
42056. Chapaleufú,3. Varón,6006,5601,405,,,
42056. Chapaleufú,4. Varón trans/masculinidad trans,3,1,2,,,
42056. Chapaleufú,5. No binario,2,2,,,,
42056. Chapaleufú,7. Prefiero no contestar,7,5,2,,,
42056. Chapaleufú,9. Ignorado,326,293,33,,,
42063. Chical Co,0. __tot__,1461,1048,413,,,
42063. Chical Co,1. Mujer,700,525,175,,,
42063. Chical Co,2. Mujer trans/travesti,1,1,,,,
42063. Chical Co,3. Varón,735,504,231,,,
42063. Chical Co,4. Varón trans/masculinidad trans,1,,1,,,
42063. Chical Co,7. Prefiero no contestar,2,2,,,,
42063. Chical Co,9. Ignorado,22,16,6,,,
42070. Guatraché,0. __tot__,9397,7456,1941,,,
42070. Guatraché,1. Mujer,4573,3681,892,,,
42070. Guatraché,2. Mujer trans/travesti,13,11,2,,,
42070. Guatraché,3. Varón,4673,3653,1020,,,
42070. Guatraché,4. Varón trans/masculinidad trans,6,5,1,,,
42070. Guatraché,5. No binario,2,2,,,,
42070. Guatraché,6. Otra identidad/ninguna de las anteriores,2,2,,,,
42070. Guatraché,7. Prefiero no contestar,8,8,,,,
42070. Guatraché,9. Ignorado,120,94,26,,,
42077. Hucal,0. __tot__,7713,6980,733,,,
42077. Hucal,1. Mujer,3756,3404,352,,,
42077. Hucal,2. Mujer trans/travesti,10,9,1,,,
42077. Hucal,3. Varón,3794,3426,368,,,
42077. Hucal,4. Varón trans/masculinidad trans,3,3,,,,
42077. Hucal,6. Otra identidad/ninguna de las anteriores,2,2,,,,
42077. Hucal,7. Prefiero no contestar,10,10,,,,
42077. Hucal,9. Ignorado,138,126,12,,,
42084. Lihuel Calel,0. __tot__,428,225,203,,,
42084. Lihuel Calel,1. Mujer,181,106,75,,,
42084. Lihuel Calel,2. Mujer trans/travesti,1,,1,,,
42084. Lihuel Calel,3. Varón,233,114,119,,,
42084. Lihuel Calel,9. Ignorado,13,5,8,,,
42091. Limay Mahuida,0. __tot__,413,303,110,,,
42091. Limay Mahuida,1. Mujer,190,156,34,,,
42091. Limay Mahuida,2. Mujer trans/travesti,1,1,,,,
42091. Limay Mahuida,3. Varón,216,142,74,,,
42091. Limay Mahuida,4. Varón trans/masculinidad trans,1,1,,,,
42091. Limay Mahuida,9. Ignorado,5,3,2,,,
42098. Loventué,0. __tot__,9243,8356,887,,,
42098. Loventué,1. Mujer,4497,4142,355,,,
42098. Loventué,2. Mujer trans/travesti,6,5,1,,,
42098. Loventué,3. Varón,4509,3996,513,,,
42098. Loventué,4. Varón trans/masculinidad trans,4,4,,,,
42098. Loventué,5. No binario,1,1,,,,
42098. Loventué,7. Prefiero no contestar,14,13,1,,,
42098. Loventué,9. Ignorado,212,195,17,,,
42105. Maracó,0. __tot__,69067,65114,3953,,,
42105. Maracó,1. Mujer,34556,32614,1942,,,
42105. Maracó,2. Mujer trans/travesti,66,62,4,,,
42105. Maracó,3. Varón,32516,30724,1792,,,
42105. Maracó,4. Varón trans/masculinidad trans,40,37,3,,,
42105. Maracó,5. No binario,28,24,4,,,
42105. Maracó,6. Otra identidad/ninguna de las anteriores,19,17,2,,,
42105. Maracó,7. Prefiero no contestar,81,72,9,,,
42105. Maracó,9. Ignorado,1761,1564,197,,,
42112. Puelén,0. __tot__,11636,10834,802,,,
42112. Puelén,1. Mujer,5570,5230,340,,,
42112. Puelén,2. Mujer trans/travesti,13,10,3,,,
42112. Puelén,3. Varón,5686,5267,419,,,
42112. Puelén,4. Varón trans/masculinidad trans,6,6,,,,
42112. Puelén,5. No binario,3,3,,,,
42112. Puelén,7. Prefiero no contestar,11,9,2,,,
42112. Puelén,9. Ignorado,347,309,38,,,
42119. Quemú Quemú,0. __tot__,8404,7646,758,,,
42119. Quemú Quemú,1. Mujer,4041,3683,358,,,
42119. Quemú Quemú,2. Mujer trans/travesti,8,7,1,,,
42119. Quemú Quemú,3. Varón,4179,3792,387,,,
42119. Quemú Quemú,4. Varón trans/masculinidad trans,3,3,,,,
42119. Quemú Quemú,5. No binario,2,1,1,,,
42119. Quemú Quemú,6. Otra identidad/ninguna de las anteriores,3,3,,,,
42119. Quemú Quemú,7. Prefiero no contestar,6,6,,,,
42119. Quemú Quemú,9. Ignorado,162,151,11,,,
42126. Rancul,0. __tot__,11090,10084,1006,,,
42126. Rancul,1. Mujer,5340,4889,451,,,
42126. Rancul,2. Mujer trans/travesti,10,8,2,,,
42126. Rancul,3. Varón,5494,4966,528,,,
42126. Rancul,4. Varón trans/masculinidad trans,6,5,1,,,
42126. Rancul,5. No binario,1,1,,,,
42126. Rancul,6. Otra identidad/ninguna de las anteriores,2,2,,,,
42126. Rancul,7. Prefiero no contestar,8,7,1,,,
42126. Rancul,9. Ignorado,229,206,23,,,
42133. Realicó,0. __tot__,17356,15979,1377,,,
42133. Realicó,1. Mujer,8566,7906,660,,,
42133. Realicó,2. Mujer trans/travesti,10,10,,,,
42133. Realicó,3. Varón,8404,7723,681,,,
42133. Realicó,4. Varón trans/masculinidad trans,10,8,2,,,
42133. Realicó,5. No binario,3,3,,,,
42133. Realicó,6. Otra identidad/ninguna de las anteriores,4,4,,,,
42133. Realicó,7. Prefiero no contestar,10,10,,,,
42133. Realicó,9. Ignorado,349,315,34,,,
42140. Toay,0. __tot__,17927,17187,740,,,
42140. Toay,1. Mujer,8650,8310,340,,,
42140. Toay,2. Mujer trans/travesti,24,22,2,,,
42140. Toay,3. Varón,8657,8282,375,,,
42140. Toay,4. Varón trans/masculinidad trans,22,21,1,,,
42140. Toay,5. No binario,15,15,,,,
42140. Toay,6. Otra identidad/ninguna de las anteriores,5,5,,,,
42140. Toay,7. Prefiero no contestar,25,23,2,,,
42140. Toay,9. Ignorado,529,509,20,,,
42147. Trenel,0. __tot__,5637,5295,342,,,
42147. Trenel,1. Mujer,2751,2585,166,,,
42147. Trenel,2. Mujer trans/travesti,9,7,2,,,
42147. Trenel,3. Varón,2757,2595,162,,,
42147. Trenel,4. Varón trans/masculinidad trans,1,1,,,,
42147. Trenel,5. No binario,2,1,1,,,
42147. Trenel,7. Prefiero no contestar,4,3,1,,,
42147. Trenel,9. Ignorado,113,103,10,,,
42154. Utracán,0. __tot__,17686,16327,1359,,,
42154. Utracán,1. Mujer,8623,8020,603,,,
42154. Utracán,2. Mujer trans/travesti,18,15,3,,,
42154. Utracán,3. Varón,8592,7895,697,,,
42154. Utracán,4. Varón trans/masculinidad trans,12,10,2,,,
42154. Utracán,6. Otra identidad/ninguna de las anteriores,1,1,,,,
42154. Utracán,7. Prefiero no contestar,13,12,1,,,
42154. Utracán,9. Ignorado,427,374,53,,,
46007. Arauco,0. __tot__,16251,13655,2596,,,
46007. Arauco,1. Mujer,7896,6661,1235,,,
46007. Arauco,2. Mujer trans/travesti,24,17,7,,,
46007. Arauco,3. Varón,7795,6524,1271,,,
46007. Arauco,4. Varón trans/masculinidad trans,12,8,4,,,
46007. Arauco,6. Otra identidad/ninguna de las anteriores,5,5,,,,
46007. Arauco,7. Prefiero no contestar,4,4,,,,
46007. Arauco,9. Ignorado,515,436,79,,,
46014. Capital,0. __tot__,210507,192802,17705,,,
46014. Capital,1. Mujer,103683,95482,8201,,,
46014. Capital,2. Mujer trans/travesti,235,216,19,,,
46014. Capital,3. Varón,96182,87786,8396,,,
46014. Capital,4. Varón trans/masculinidad trans,209,183,26,,,
46014. Capital,5. No binario,117,109,8,,,
46014. Capital,6. Otra identidad/ninguna de las anteriores,101,93,8,,,
46014. Capital,7. Prefiero no contestar,223,198,25,,,
46014. Capital,9. Ignorado,9757,8735,1022,,,
46021. Castro Barros,0. __tot__,5810,4968,842,,,
46021. Castro Barros,1. Mujer,2346,2046,300,,,
46021. Castro Barros,2. Mujer trans/travesti,26,21,5,,,
46021. Castro Barros,3. Varón,2310,1993,317,,,
46021. Castro Barros,4. Varón trans/masculinidad trans,42,36,6,,,
46021. Castro Barros,5. No binario,35,32,3,,,
46021. Castro Barros,6. Otra identidad/ninguna de las anteriores,29,23,6,,,
46021. Castro Barros,7. Prefiero no contestar,18,16,2,,,
46021. Castro Barros,9. Ignorado,1004,801,203,,,
46028. General Felipe Varela,0. __tot__,11371,9838,1533,,,
46028. General Felipe Varela,1. Mujer,5414,4774,640,,,
46028. General Felipe Varela,2. Mujer trans/travesti,15,13,2,,,
46028. General Felipe Varela,3. Varón,5530,4702,828,,,
46028. General Felipe Varela,4. Varón trans/masculinidad trans,5,4,1,,,
46028. General Felipe Varela,5. No binario,1,1,,,,
46028. General Felipe Varela,6. Otra identidad/ninguna de las anteriores,3,2,1,,,
46028. General Felipe Varela,7. Prefiero no contestar,5,5,,,,
46028. General Felipe Varela,9. Ignorado,398,337,61,,,
46035. Chamical,0. __tot__,15630,13610,2020,,,
46035. Chamical,1. Mujer,7628,6744,884,,,
46035. Chamical,2. Mujer trans/travesti,13,11,2,,,
46035. Chamical,3. Varón,7318,6289,1029,,,
46035. Chamical,4. Varón trans/masculinidad trans,8,2,6,,,
46035. Chamical,5. No binario,8,6,2,,,
46035. Chamical,6. Otra identidad/ninguna de las anteriores,7,6,1,,,
46035. Chamical,7. Prefiero no contestar,4,3,1,,,
46035. Chamical,9. Ignorado,644,549,95,,,
46042. Chilecito,0. __tot__,58681,51509,7172,,,
46042. Chilecito,1. Mujer,28251,25037,3214,,,
46042. Chilecito,2. Mujer trans/travesti,80,66,14,,,
46042. Chilecito,3. Varón,26999,23560,3439,,,
46042. Chilecito,4. Varón trans/masculinidad trans,79,62,17,,,
46042. Chilecito,5. No binario,41,34,7,,,
46042. Chilecito,6. Otra identidad/ninguna de las anteriores,29,26,3,,,
46042. Chilecito,7. Prefiero no contestar,57,49,8,,,
46042. Chilecito,9. Ignorado,3145,2675,470,,,
46049. Famatina,0. __tot__,6984,5976,1008,,,
46049. Famatina,1. Mujer,3300,2867,433,,,
46049. Famatina,2. Mujer trans/travesti,12,11,1,,,
46049. Famatina,3. Varón,3410,2865,545,,,
46049. Famatina,4. Varón trans/masculinidad trans,5,5,,,,
46049. Famatina,5. No binario,3,3,,,,
46049. Famatina,6. Otra identidad/ninguna de las anteriores,3,2,1,,,
46049. Famatina,7. Prefiero no contestar,11,11,,,,
46049. Famatina,9. Ignorado,240,212,28,,,
46056. Ángel Vicente Peñaloza,0. __tot__,3184,2472,712,,,
46056. Ángel Vicente Peñaloza,1. Mujer,1523,1215,308,,,
46056. Ángel Vicente Peñaloza,2. Mujer trans/travesti,2,2,,,,
46056. Ángel Vicente Peñaloza,3. Varón,1529,1150,379,,,
46056. Ángel Vicente Peñaloza,4. Varón trans/masculinidad trans,6,3,3,,,
46056. Ángel Vicente Peñaloza,5. No binario,2,1,1,,,
46056. Ángel Vicente Peñaloza,6. Otra identidad/ninguna de las anteriores,1,1,,,,
46056. Ángel Vicente Peñaloza,9. Ignorado,121,100,21,,,
46063. General Belgrano,0. __tot__,7615,6389,1226,,,
46063. General Belgrano,1. Mujer,3689,3159,530,,,
